Type,Price,Address,Description,Bedrooms,Bathrooms,Agency_Name,Agency_Link,Images
Apartment,"11,000",West Bay,Lux. Fully Furnished 3-Bedroom Apartment in West bay ,3,3,Al Asmakh Real Estate,https://www.qatarliving.com/user/al-asmakh-real-estate,https://files.qatarliving.com/styles/555x415/s3/2020/03/01/Layout.._2.jpg?itok=8pnRzbjm
Apartment,"10,000",West Bay,Semi Furnished 3-Bedroom Apartment in West bay ,3,3,Al Asmakh Real Estate,https://www.qatarliving.com/user/al-asmakh-real-estate,https://files.qatarliving.com/styles/555x415/s3/2020/03/01/Layout.._4.jpg?itok=nRAxBLtp
Apartment,"8,000",Al Sadd,Amazing Fully Furnished 3-Bedroom Apartment in Al Sadd ,3,3,Al Asmakh Real Estate,https://www.qatarliving.com/user/al-asmakh-real-estate,https://files.qatarliving.com/styles/555x415/s3/2020/03/16/Al-Doha-Plaza-51_0.jpg?itok=tDEHzacG
Apartment,"6,400",Old Airport,3BHK Unfurnished located near Airport Health Center,3,3,AL EMADI ENTERPRISES,https://www.qatarliving.com/user/al-emadi-enterprises,https://files.qatarliving.com/styles/555x415/s3/2019/11/10/DSC_0128.jpg?itok=z_sTH4zl
Apartment,"6,000",Al Mansoura / Fereej Bin Dirham,2BHK FF APARTMENT WITH BALCONY CLOSE TO THE METRO ! ALL INCLUSIVE ! (MANSOURA),2,2,Homes2Rent,https://www.qatarliving.com/user/homes2rent-1,https://files.qatarliving.com/styles/555x415/s3/2019/12/04/livingroom1.jpg?itok=jQS15iat
Apartment,"6,000",Al Wukair,2BHK FF APARTMENT IN AL WAKRA WITH METRO LINK ! ALL INCLUSIVE (SOVEREIGN STRAIGHT),2,2,Homes2Rent,https://www.qatarliving.com/user/homes2rent-1,https://files.qatarliving.com/styles/555x415/s3/2019/12/04/File-04-07-2016-14-16-19.jpg?itok=tfLs0JYJ
Apartment,"6,000",Al Sadd,3BHK.ONE MONTH FREE & NO COMMISSION. AL SADD,3,3,KGN GROUP AJMEER,https://www.qatarliving.com/user/kgn-group-ajmeer,https://files.qatarliving.com/styles/555x415/s3/2019/08/22/IMG-20190821-WA0113.jpg?itok=U_m1DjB4
Apartment,"6,000",Al Mansoura / Fereej Bin Dirham,Flat for rent behind Holiday Villa,3,3,Nozul Real Estate,https://www.qatarliving.com/user/nozul-real-estate,https://files.qatarliving.com/styles/555x415/s3/2020/01/19/bldg-.-46.jpg?itok=g1EySiij
Apartment,"25,000",The Pearl Qatar, TPG-R-1387 | Duplex | Marina View | Request Virtual Tour,4,3+,The Pearl Gates Luxury Realty,https://www.qatarliving.com/user/pearl-gates-luxury-realty,https://files.qatarliving.com/styles/555x415/s3/2020/05/20/DSC_0034_1.jpg?itok=KYLjMWWs
Apartment,"4,000",Ain Khaled,1BHK FF APARTMENT IN AIN KHALID ! ALL INCLUSIVE (AIN KHALED COURT),1,1,Homes2Rent,https://www.qatarliving.com/user/homes2rent-1,https://files.qatarliving.com/styles/555x415/s3/2019/12/04/4_13.jpg?itok=muxiyjEw
Apartment,"9,250",LUSAIL,BILLS INCLUDED: 1BR Apt. in Lusail + 1 Month Free,1,1,FGREALTY,https://www.qatarliving.com/user/fgrealty,https://files.qatarliving.com/styles/555x415/s3/2019/11/24/apartment-for-rent-one-bedroom-closed-kitchen-lusail-marina-residential-fgrealty.jpg?itok=9ZqxyU-o
Apartment,"4,500",Al Aziziya,1BHK FF APARTMENT IN AZIZIA ! ALL INCLUSIVE (IVY COURT),1,1,Homes2Rent,https://www.qatarliving.com/user/homes2rent-1,https://files.qatarliving.com/styles/555x415/s3/2019/12/04/1_17.jpg?itok=exa9Eb-6
Apartment,"6,000",Old Salata, **NO Commission** with 1 month FREE RAMADAN OFFER 2-BHK WITH GYM FREE WiFI @ OLD SALATHA,2,2,alameenqatar7,https://www.qatarliving.com/user/alameenqatar7,https://files.qatarliving.com/styles/555x415/s3/2019/11/09/os-German_4.jpg?itok=2qeV4KUR
Apartment,"6,000",Fereej Bin Mahmoud,2BHK FF APARTMENT IN BIN MAHMOUD WITH METRO LINK ! ALL INCLUSIVE (BIN MAHMOUD),2,2,Homes2Rent,https://www.qatarliving.com/user/homes2rent-1,https://files.qatarliving.com/styles/555x415/s3/2019/12/04/1_20.jpg?itok=Ks2Mj-vL
Apartment,"11,000",LUSAIL,December Deal!! 3Bhk FF All INCLUDED +Month Free,3,3,Steps Real Estate.,https://www.qatarliving.com/user/steps-real-estate,https://files.qatarliving.com/styles/555x415/s3/2019/12/30/1_0.jpeg?itok=bi5cfZuV
Apartment,"8,500",The Pearl Qatar,2 MONTHS FREE: Semi Furnished 1BR Apartment in Porto Arabia,1,1,FGREALTY,https://www.qatarliving.com/user/fgrealty,https://files.qatarliving.com/styles/555x415/s3/2019/09/01/1_16.jpg?itok=aVNJiA47
Apartment,"14,000",The Pearl Qatar,NO COMMISSION: Direct Sea View 1BR Chalet in Viva Bahriya,1,1,FGREALTY,https://www.qatarliving.com/user/fgrealty,https://files.qatarliving.com/styles/555x415/s3/2019/09/02/townhouse-for-rent-one-bedroom-corner-living-area-the-pearl-viva-bahriya-residential-property-finder.jpg?itok=D-H848ox
Apartment,"5,900",Najma,"""NO COMMISSION"" SPACIOUS fully furnished 3 BHK APARTMENT @ MANSOURA opp METRO st",3,3,alameenqatar7,https://www.qatarliving.com/user/alameenqatar7,https://files.qatarliving.com/styles/555x415/s3/2018/10/15/IMG_3280.JPG?itok=NlKSO86v
Apartment,"2,500",Ain Khaled,Unfurnished Studio Type Apartments│Ain Khaled,Studio,1,Capital One Trading,https://www.qatarliving.com/user/capital-one-trading,https://files.qatarliving.com/styles/555x415/s3/mkdev/2018/04/07/4962020180407080301-Large.jpg?itok=v43BMcim
Apartment,"5,500",Fereej Bin Omran,Fully Furnished 2 Bedroom Apartment in Bin Omran,2,2,Focus Real Estate1,https://www.qatarliving.com/user/focus-real-estate1,https://files.qatarliving.com/styles/555x415/s3/2020/05/20/1b6c30b6-e4ae-449d-901a-b9763e0e18bd.jpg?itok=g2VnzCgJ
Apartment,"4,500",Najma,2 BHK Flats Available in C Ring Road Behind Naseem Al Rabeeh Clinic,2,2,rentalsolutionsdoha,https://www.qatarliving.com/user/rentalsolutionsdoha,https://files.qatarliving.com/styles/555x415/s3/mkdev/2018/03/12/3603120170805091749-Large.jpg?itok=fsZxet30
Apartment,"6,500",Najma,SPACIOUS 4 BHK FLATS IN NAJMA BEHIND NASEEM AL RABEEH ,4,3,sksinternational,https://www.qatarliving.com/user/sksinternational,https://files.qatarliving.com/styles/555x415/s3/mkdev/2017/10/11/6497220171011135646-Large.jpg?itok=bCPtzEvt
Apartment,"5,500",Najma,Fully Furnished 2 Bedroom Flats│Najma ,2,2,Capital One Trading,https://www.qatarliving.com/user/capital-one-trading,https://files.qatarliving.com/styles/555x415/s3/mkdev/2018/02/14/5098720180117063330-Large.jpg?itok=l7Opldfm
Apartment,"9,000",Al Duhail,Nice 4 bedroom Luxury Apartment for rent at duhail,4,3+,Focus Real Estate1,https://www.qatarliving.com/user/focus-real-estate1,https://files.qatarliving.com/styles/555x415/s3/2020/05/20/x_1.jpg?itok=6oABrA2b
Apartment,"1,500",Al Doha Al Jadeeda,STUDIO FOREXECUTIVE BACHLORS AT DOHA JADEED,1,1,Innospot,https://www.qatarliving.com/user/innospot,https://files.qatarliving.com/styles/555x415/s3/2020/02/07/9b50e231-070f-4845-8538-fef5af158359_0.jpg?itok=TkAq_7yQ
Apartment,"5,000",Al Sadd,For Rent!!! 2 Bedroom Unfurnished Apartment in Al Sadd ,2,2,profestate.com.qa,https://www.qatarliving.com/user/profestatecomqa,https://files.qatarliving.com/styles/555x415/s3/2019/07/25/Al-Sadd-2.jpg?itok=Zr62SYTh
Apartment,"4,500",Madinat Khalifa South,PROMOTION: Un-Furnished 3Bedrooms Apartment in Madinat Khalifa,3,2,profestate.com.qa,https://www.qatarliving.com/user/profestatecomqa,https://files.qatarliving.com/styles/555x415/s3/2018/10/23/2_0.jpeg?itok=jODQpqkm
Apartment,"2,900",Al Sadd,Fully Furnished Amazing Apartments -No Commission Near Muntazah signal/Al Arabi Stadium,Studio,1,Eminent Properties,https://www.qatarliving.com/user/eminent-properties,https://files.qatarliving.com/styles/555x415/s3/2019/11/13/IMG-20180103-WA0001.jpg?itok=hzDSAhFI
Apartment,"6,000",Al Doha Al Jadeeda,F/F 3BHK (opp Woqod Petrol Station) - NO Agency Fee!,3,3,Capital One Trading,https://www.qatarliving.com/user/capital-one-trading,https://files.qatarliving.com/styles/555x415/s3/mkdev/2018/04/23/4115220171121062750-Large.JPG?itok=2RqMfxip
Apartment,"5,500",Najma,FF 2BHK behind Gulf Cinema - NO Commission Charge!,2,2,Capital One Trading,https://www.qatarliving.com/user/capital-one-trading,https://files.qatarliving.com/styles/555x415/s3/mkdev/2017/12/28/7831520171228061043-Large.jpg?itok=lsudlCUf
Apartment,"4,000",Abu Hamour,U/F 2Bedroom Compound Flats (including W/E) NO Commission,2,1,Capital One Trading,https://www.qatarliving.com/user/capital-one-trading,https://files.qatarliving.com/styles/555x415/s3/2020/04/12/CAP108MMR-Free-Month_4.jpg?itok=AgriGDrZ
Apartment,"4,300",Mushaireb,"[1-Month Free] Fully Furnished, 1-Bedroom Flat in Mushaireb",1,1,profestate.com.qa,https://www.qatarliving.com/user/profestatecomqa,https://files.qatarliving.com/styles/555x415/s3/2018/12/02/filtered-6.jpg?itok=q0mR10nx
Apartment,"4,000",Umm Ghwailina,2 BED ROOM 2 WASH ROOM HALL AND CLOSED KITCHEN (2BHK FLAT) AVAILABLE IN UMM GHUWAILINA,2,2,WHITE HOUSE PROPERTIES,https://www.qatarliving.com/user/white-house-properties,https://files.qatarliving.com/styles/555x415/s3/2020/01/18/IMG_1635_2.JPG?itok=4OG3i9Ap
Apartment,"4,000",Al Mansoura / Fereej Bin Dirham,[NO COMMISSION] 2BHK Flat in Al Mansoura For Rent (Near Lulu Express - B-Ring),2,2,Economic Group Real Estate,https://www.qatarliving.com/user/economic-group-real-estate,https://files.qatarliving.com/styles/555x415/s3/2019/11/13/001.jpeg?itok=LStBNqQt
Apartment,"3,500",Al Muntazah,[NO COMMISSION] 2 BHK Flat For Rent in Muntazah Sheikh Abdulaziz,2,2,Economic Group Real Estate,https://www.qatarliving.com/user/economic-group-real-estate,https://files.qatarliving.com/styles/555x415/s3/2020/03/12/01.jpg?itok=Ez63EKmH
Apartment,"4,300",Muither,"Fully-furnished, 1BR Apartment in Muaither - Near Al Wathan Mall",1,1,profestate.com.qa,https://www.qatarliving.com/user/profestatecomqa,https://files.qatarliving.com/styles/555x415/s3/2018/12/04/1.jpeg?itok=sVquB-xH
Apartment,"5,000",Al Mansoura / Fereej Bin Dirham,3 BED ROOM 3 WASH ROOM BIG HALL AND CLOSED KITCHEN FLAT AVAILABLE IN AL MANSOURA,3,3,WHITE HOUSE PROPERTIES,https://www.qatarliving.com/user/white-house-properties,https://files.qatarliving.com/styles/555x415/s3/2020/01/06/IMG_0705.JPG?itok=Vz4fjExW
Apartment,"7,500",Fereej Bin Mahmoud,No Commission 1 Month Free! FF 3 Bedroom Apartment,3,3,Focus Real Estate1,https://www.qatarliving.com/user/focus-real-estate1,https://files.qatarliving.com/styles/555x415/s3/2020/05/20/9482970-kn37wbwpqenjjrb.png?itok=E9pmx47J
Apartment,"4,500",Old Airport,3 bedroom flat for rent in Old Airport,3,3,Focus Real Estate1,https://www.qatarliving.com/user/focus-real-estate1,https://files.qatarliving.com/styles/555x415/s3/2020/05/20/596a8da4-d196-4828-950b-7866285826be.jpg?itok=7Egmwj_m
Apartment,"3,000",Old Airport,1 bedroom flat for rent in Old Airport,1,1,Focus Real Estate1,https://www.qatarliving.com/user/focus-real-estate1,https://files.qatarliving.com/styles/555x415/s3/2020/05/20/4ca455a5-7127-40d6-802b-63daa0a1486b.jpg?itok=aybNYNo-
Apartment,"4,500",Al Doha Al Jadeeda,[NO COMMISSION] 2 BHK Flat For Rent in Doha Jadeeda (Near Sword Signal),2,2,Economic Group Real Estate,https://www.qatarliving.com/user/economic-group-real-estate,https://files.qatarliving.com/styles/555x415/s3/2020/04/12/01_0.jpg?itok=KweesBSI
Apartment,"4,750",Al Muntazah,3 BHK IN MUNTAZAH NEAR ALMEERA ,3,2,ARALA INTERNATIONAL,https://www.qatarliving.com/user/arala-international,https://files.qatarliving.com/styles/555x415/s3/2020/05/01/15691F77-DFCE-4997-9B23-2A7AE76D553D.jpeg?itok=dINLbHvi
Apartment,"5,000",Fereej Abdel Aziz,"UN-FURNISHED, 2-BEDROOM APARTMENT IN FEREEJ ABDEL AZIZ",2,2,profestate.com.qa,https://www.qatarliving.com/user/profestatecomqa,https://files.qatarliving.com/styles/555x415/s3/2019/03/19/Filtered-1_0.jpg?itok=PJEfaWpw
Apartment,"8,000",Al Nasr,Un-Furnished 5-Bedrooms Apartment in Al Nasr,5,3,profestate.com.qa,https://www.qatarliving.com/user/profestatecomqa,https://files.qatarliving.com/styles/555x415/s3/2020/03/08/Filtered-1.jpg?itok=cSQEfRWO
Apartment,"5,000",Al Sadd,Semi/Furnished 2-Bedrooms Flat in Al Sadd,2,2,profestate.com.qa,https://www.qatarliving.com/user/profestatecomqa,https://files.qatarliving.com/styles/555x415/s3/2020/03/08/1_7.jpeg?itok=dca2zJ7m
Apartment,"3,900",Umm Ghwailina,**1BHK # Fully FurnishedUMM GHUWAILINA (Near Health Center/ HSBC/ IBQ/Jaidha Square),1,1,La Villa Real Estate,https://www.qatarliving.com/user/la-villa-real-estate,https://files.qatarliving.com/styles/555x415/s3/2019/09/04/_DSC0247.JPG?itok=AVCfubrG
Apartment,"4,000",Umm Ghwailina,GREAT OFFER!!! 2BHK Beautiful Apartment in Umm Ghuwailin area For Executive Bachelor/Senio,2,2,Sky Vision Real Estate,https://www.qatarliving.com/user/sky-vision-real-estate,https://files.qatarliving.com/styles/555x415/s3/2018/12/05/WhatsApp-Image-2018-12-03-at-9.15.23-PM-1_3.jpeg?itok=msioW8Zm
Apartment,"5,000",Al Muntazah,UNFURNISHED 3BHK FLAT AVAILABLE IN MUNTAZAH NEAR ALMEERA,3,3,ARALA INTERNATIONAL,https://www.qatarliving.com/user/arala-international,https://files.qatarliving.com/styles/555x415/s3/2020/05/13/20200430_112820.jpg?itok=fi99UA1y
Apartment,"4,500",Fereej Bin Mahmoud,2 BHK # Un Furnished # Bin Mahmoud (Near Quality Hyper market/ Victoria Hotel/ BinMahmoud ,2,1,La Villa Real Estate,https://www.qatarliving.com/user/la-villa-real-estate,https://files.qatarliving.com/styles/555x415/s3/2019/09/04/1203.jpg?itok=eljbstbr
Apartment,"6,000",Al Nasr,3 # BHK # Location: Al Nasser (Behind Hotel Downtown / Java U cafe),3,3,La Villa Real Estate,https://www.qatarliving.com/user/la-villa-real-estate,https://files.qatarliving.com/styles/555x415/s3/2019/09/04/1_18.jpg?itok=ruhkoxIT
Apartment,"4,800",Najma,**LA VILLA INN Hotel Apartments** Behind Crown Plaza**,1,1,La Villa Real Estate,https://www.qatarliving.com/user/la-villa-real-estate,https://files.qatarliving.com/styles/555x415/s3/2019/09/09/8337432.jpg?itok=j3YiyFDJ
Apartment,"4,000",Umm Ghwailina,GREAT OFFER!!! Big 2BHK Beautiful Apartment In Umm Ghuwailin area For Rent…,2,2,Sky Vision Real Estate,https://www.qatarliving.com/user/sky-vision-real-estate,https://files.qatarliving.com/styles/555x415/s3/2018/12/20/WhatsApp-Image-2018-12-03-at-9.15.17-PM.jpeg?itok=DVTeOTLa
Apartment,"3,900",Fereej Bin Omran,"No Commission Neat & Clean 2BHK Apartment for Executive Bachelor,Senior Stuff & Family In ",2,2,Sky Vision Real Estate,https://www.qatarliving.com/user/sky-vision-real-estate,https://files.qatarliving.com/styles/555x415/s3/2020/01/15/1_24.jpeg?itok=d_Bs1FP6
Apartment,"3,300",Muither,"1BHK with Separate Entrance, Garden & Pool Near Muither Health Center",1,1,Streamline Enterprises,https://www.qatarliving.com/user/streamline-enterprises,https://files.qatarliving.com/styles/555x415/s3/2020/04/27/swimming-pool-2.jpg?itok=H-8m_wqI
Apartment,"3,000",Ain Khaled,Neat & Clean 1BHK with Private Terrace in Ain Khaled Near 01 Mall/ Mega Mart,1,1,Streamline Enterprises,https://www.qatarliving.com/user/streamline-enterprises,https://files.qatarliving.com/styles/555x415/s3/2020/04/27/1_8.JPG?itok=oI0eScic
Apartment,"4,200",Muither,2BHK flat Near Muither Health Center/Muither sports club - No Commission,2,1,Streamline Enterprises,https://www.qatarliving.com/user/streamline-enterprises,https://files.qatarliving.com/styles/555x415/s3/2020/04/27/IMG_4065.JPG?itok=HY5zOfr5
Apartment,"5,800",Al Sadd,2 # BHK # Location: Al Sadd (Behind Mac Donald's / Caribou Cafe),2,2,La Villa Real Estate,https://www.qatarliving.com/user/la-villa-real-estate,https://files.qatarliving.com/styles/555x415/s3/2019/09/29/1208-1.jpg?itok=FY5SqL17
Apartment,"3,900",Fereej Bin Omran,Very Neat & Clean 2BHK Apartment Suitable For Executive Bachelor & Company Staff In Bin Om,2,2,Sky Vision Real Estate,https://www.qatarliving.com/user/sky-vision-real-estate,https://files.qatarliving.com/styles/555x415/s3/2020/05/14/5_2.jpeg?itok=ptW3uLMg
Apartment,"3,900",Fereej Bin Omran,Affordable 2BHK Apartment Available For Family & Executive Bachelor In Bin Omran.,2,2,Sky Vision Real Estate,https://www.qatarliving.com/user/sky-vision-real-estate,https://files.qatarliving.com/styles/555x415/s3/2020/05/18/2_2.jpeg?itok=7GlMCtFi
Apartment,"3,900",Fereej Bin Omran,"No-Commission, For Filipino Nationality beautiful Bigger 2BHK Room in Bin Omran.,",2,2,Sky Vision Real Estate,https://www.qatarliving.com/user/sky-vision-real-estate,https://files.qatarliving.com/styles/555x415/s3/2020/05/18/1.1.jpeg?itok=R4WEwj6k
Apartment,"6,000",Al Mansoura / Fereej Bin Dirham,3 BHK Apartment in Mansoura,3,3,Focus Real Estate1,https://www.qatarliving.com/user/focus-real-estate1,https://files.qatarliving.com/styles/555x415/s3/2020/05/20/13ec791f-c1f0-4906-b04a-af8454fba5b1.jpg?itok=XXRwB-NO
Apartment,"4,200",Wakrah,BRAND NEW * No Comission **2 # BHK # Location: Al Wakra (Near Pearl Round About/ Wakra Sou,2,2,La Villa Real Estate,https://www.qatarliving.com/user/la-villa-real-estate,https://files.qatarliving.com/styles/555x415/s3/2020/01/06/PHOTO-2019-12-15-13-29-00.jpg?itok=s57bv2m7
Apartment,"3,500",Al Muntazah,Fully Furnished 1BHK Apartment in Muntazah,1,1,Focus Real Estate1,https://www.qatarliving.com/user/focus-real-estate1,https://files.qatarliving.com/styles/555x415/s3/2020/05/20/bb073261-c4f3-4d90-9436-f3d9d82e9be2.jpg?itok=CU2WUjDt
Apartment,"6,000",Al Mansoura / Fereej Bin Dirham,2BHK FF APARTMENT IN MANSOURA ! ALL INCLUSIVE (POSH MANSOURA),2,2,Homes2Rent,https://www.qatarliving.com/user/homes2rent-1,https://files.qatarliving.com/styles/555x415/s3/2019/12/04/livingroom_8.jpg?itok=Yg4KqQXp
Apartment,"6,000",Fereej Bin Mahmoud,3 BHK Spacious Unfurnished Apartments Available For Reasonable Rent**NO COMMISSION** Hurry,3,3,Al Qayed Real Estate,https://www.qatarliving.com/user/al-qayed-real-estate,https://files.qatarliving.com/styles/555x415/s3/2019/06/08/IMG-7795_0.jpg?itok=nLN4vYuA
Apartment,"4,000",Mushaireb,"1 & 2 BR, Musherib , NO Commission (Near Musherib city / Near Metro )",2,2,La Villa Real Estate,https://www.qatarliving.com/user/la-villa-real-estate,https://files.qatarliving.com/styles/555x415/s3/2020/02/20/IMG-20200215-WA0034_0.jpg?itok=btryJUHW
Apartment,"8,000",Al Duhail,3 Bhk Spacious Compound Apartment Duhail,3,3,Focus Real Estate1,https://www.qatarliving.com/user/focus-real-estate1,https://files.qatarliving.com/styles/555x415/s3/2020/05/20/Screenshot_1.jpg?itok=uRx55UUd
Apartment,"3,200",Al Hilal,2MONTHS FREE: Fully Furnished Accomodation with Healthy Compound Lifestyle ,1,1,dohaneptune,https://www.qatarliving.com/user/dohaneptune,https://files.qatarliving.com/styles/555x415/s3/2020/01/07/Pool-s.JPG?itok=L8L9p-YA
Apartment,"5,000",Al Thumama,F/F Apartment 2 bed + Electricity & water QR 5k,2,1,Al-Natour Group,https://www.qatarliving.com/user/al-natour-group,https://files.qatarliving.com/styles/555x415/s3/2020/04/19/6D6B6EC0-DFD4-4C85-B0DE-BACEC4BC1E7A.jpeg?itok=X8UraoLQ
Apartment,"6,000",Madinat Khalifa South,2BHK FF APARTMENT WITH SWIMMING POOL & GYM IN MADINAT KHALIFA ! ALL INCLUSIVE (ROYAL SULTA,2,2,Homes2Rent,https://www.qatarliving.com/user/homes2rent-1,https://files.qatarliving.com/styles/555x415/s3/2019/12/03/bldg_0.jpg?itok=q22zFBGH
Apartment,"3,300",Old Al Hitmi,2 BHK Apartments Available For Reasonable Rent**NO COMMISSION** Hurry Up!,2,1,Al Qayed Real Estate,https://www.qatarliving.com/user/al-qayed-real-estate,https://files.qatarliving.com/styles/555x415/s3/2020/02/19/IMG_8967.jpg?itok=j3Tstc2l
Apartment,"9,000",The Pearl Qatar,Fully furnished 2bedroom flat in Pearl ,2,3+,Mastering,https://www.qatarliving.com/user/mastering,https://files.qatarliving.com/styles/555x415/s3/2020/04/15/6EBA672B-BBB9-422C-BC33-714EF48F4132.jpeg?itok=vSCgrCVD
Apartment,"5,500",Al Gharrafa,3bedroom independent door Gharrafa ,3,2,Mastering,https://www.qatarliving.com/user/mastering,https://files.qatarliving.com/styles/555x415/s3/2020/05/07/54BB2064-43C0-4D6C-BACF-754888089475.jpeg?itok=36eiRkwX
Apartment,"2,300",Al Messila,no partion 1bhk out side villa behind lulu AL Messila,1,1,Mastering,https://www.qatarliving.com/user/mastering,https://files.qatarliving.com/styles/555x415/s3/2020/05/14/r5.jpg?itok=lSTl3lBJ
Apartment,"4,000",Al Wukair,F/F Apartment 2 bed including Electricity & water 4k,2,2,Al-Natour Group,https://www.qatarliving.com/user/al-natour-group,https://files.qatarliving.com/styles/555x415/s3/2020/04/22/071EA41D-903E-4EA1-A34F-D1B68D47A94D.jpeg?itok=uGuO4HKo
Apartment,"4,500",Mushaireb,Fully furnished 2bhk mushirb opposite home center شقه مفروشه بمشيرب غرف�,2,2,Aziz Properties,https://www.qatarliving.com/user/aziz-properties,https://files.qatarliving.com/styles/555x415/s3/2019/12/06/__18.jpg?itok=SQviBAjY
Apartment,"4,900",Al Doha Al Jadeeda,FF 1BHK in the Heart of Doha! (No Commission Charge),1,1,Capital One Trading,https://www.qatarliving.com/user/capital-one-trading,https://files.qatarliving.com/styles/555x415/s3/2019/09/02/CAP110DJ-5_0.jpg?itok=CWrbIf3B
Apartment,"4,300",Al Doha Al Jadeeda,FF 1BHK (utilities incl + FREE Internet) - NO Commission!,1,1,Capital One Trading,https://www.qatarliving.com/user/capital-one-trading,https://files.qatarliving.com/styles/555x415/s3/mkdev/2018/03/05/8558720171226163836-Large.jpg?itok=1tqf7OVL
